chainage (m),width (m),thalweg
26290,1434,104.251
26300,1439.5,104.255
26310,1445.1,104.26
26320,1450.6,104.263
26330,1456.1,104.268
26340,1461.6,104.273
26350,1467.2,104.277
26360,1472.6,104.281
26370,1478.2,104.285
26380,1483.7,104.29
26390,1489.3,104.295
26400,1494.7,104.298
26410,1500.3,104.303
26420,1505.9,104.308
26430,1511.4,104.312
26440,1516.9,104.316
26450,1522.5,104.32
26460,1528.1,104.325
26470,1533.5,104.329
26480,1539.1,104.333
26490,1544.7,104.338
26500,1550.3,104.343
26510,1555.7,104.346
26520,1561.3,104.351
26530,1566.9,104.355
26540,1572.3,104.36
26550,1577.9,104.364
26560,1583.6,104.368
26570,1589.1,104.373
26580,1594.6,104.376
26590,1600.2,104.381
26600,1605.8,104.386
26610,1611.2,104.39
26620,1616.9,104.394
26630,1622.5,104.399
26640,1628.1,104.403
26650,1633.6,104.408
26660,1639.2,104.411
26670,1644.8,104.416
26680,1650.3,104.421
26690,1655.9,104.424
26700,1661.5,104.429
26710,1667.2,104.434
26720,1672.7,104.438
26730,1678.3,104.442
26740,1683.9,104.446
26750,1689.4,104.451
26760,1695.1,104.455
26770,1700.7,104.459
26780,1706.3,104.464
26790,1711.8,104.469
26800,1717.5,104.472
26810,1723.1,104.477
26820,1728.6,104.481
26830,1734.4,104.486
26840,1739.9,104.49
26850,1745.6,104.494
26860,1751.1,104.499
26870,1756.8,104.503
26880,1762.4,104.507
26890,1768,104.512
26900,1773.7,104.516
26910,1779.4,104.52
26920,1785.1,104.525
26930,1790.6,104.529
26940,1796.2,104.533
26950,1802,104.538
26960,1807.5,104.542
26970,1811.1,104.547
26980,1813.7,104.551
26990,1816.4,104.555
27000,1818.8,104.56
27010,1821.9,104.563
27020,1825.1,104.568
27030,1828.8,104.573
27040,1832.3,104.577
27050,1835.4,104.581
27060,1838.9,104.586
27070,1842.2,104.59
27080,1845.3,104.594
27090,1848.6,104.599
27100,1852.3,104.603
27110,1854.2,104.608
27120,1855.1,104.611
27130,1858.3,104.616
27140,1861.3,104.621
27150,1864.7,104.624
27160,1867.8,104.629
27170,1869.2,104.634
27180,1869.7,104.637
27190,1870.9,104.642
27200,1826.6,104.652
27210,1825.5,104.663
27220,1823.7,104.674
27230,1819.3,104.685
27240,1814.9,104.696
27250,1810.7,104.707
27260,1806.4,104.718
27270,1802.1,104.729
27280,1797.7,104.741
27290,1793.5,104.751
27300,1789.3,104.762
27310,1785.1,104.774
27320,1781,104.784
27330,1779.5,104.796
27340,1777.4,104.807
27350,1777.6,104.817
27360,1790.9,104.829
27370,1790.4,104.839
27380,1785.8,104.851
27390,1780.9,104.862
27400,1776.2,104.873
27410,1771.2,104.884
27420,1766.3,104.896
27430,1761.5,104.906
27440,1756.7,104.917
27450,1751.9,104.928
27460,1746.8,104.939
27470,1741.8,104.951
27480,1736.6,104.961
27490,1731.7,104.973
27500,1726.6,104.984
27510,1721.7,104.994
27520,1716.7,105.006
27530,1711.6,105.016
27540,1706.6,105.028
27550,1701.5,105.039
27560,1696.6,105.05
27570,1691.5,105.061
27580,1686.6,105.072
27590,1681.5,105.083
27600,1676.6,105.094
27610,1671.6,105.105
27620,1666.6,105.116
27630,1661.7,105.127
27640,1656.6,105.138
27650,1651.7,105.15
27660,1646.7,105.16
27670,1641.7,105.172
27680,1636.7,105.182
27690,1631.8,105.194
27700,1626.8,105.205
27710,1621.9,105.216
27720,1616.9,105.227
27730,1612,105.237
27740,1606.9,105.249
27750,1602,105.26
27760,1597,105.271
27770,1592.1,105.282
27780,1587.2,105.293
27790,1582.2,105.304
27800,1577.2,105.315
27810,1572.3,105.326
27820,1567.4,105.338
27830,1562.3,105.348
27840,1557.5,105.36
27850,1552.5,105.37
27860,1547.5,105.382
27870,1542.6,105.392
27880,1537.6,105.404
27890,1532.7,105.414
27900,1527.7,105.426
27910,1522.8,105.437
27920,1517.8,105.448
27930,1513,105.459
27940,1508,105.47
27950,1503.1,105.481
27960,1498.1,105.492
27970,1493.2,105.503
27980,1488.3,105.514
27990,1483.3,105.525
28000,1478.4,105.536
28010,1473.4,105.547
28020,1468.5,105.559
28030,1463.5,105.57
28040,1458.7,105.581
28050,1453.7,105.592
28060,1448.8,105.603
28070,1443.8,105.614
28080,1438.9,105.625
28090,1434,105.636
28100,1429,105.647
28110,1424.2,105.658
28120,1419.2,105.669
28130,1414.3,105.68
28140,1409.3,105.691
28150,1404.4,105.702
28160,1399.5,105.714
28170,1394.6,105.724
28180,1389.7,105.736
28190,1384.8,105.746
28200,1379.8,105.758
28210,1374.9,105.768
28220,1370,105.78
28230,1370.8,105.775
28240,1372.7,105.766
28250,1374.5,105.755
28260,1376.2,105.745
28270,1378,105.734
28280,1379.8,105.724
28290,1381.7,105.713
28300,1383.5,105.703
28310,1385.3,105.692
28320,1387.2,105.682
28330,1389,105.671
28340,1390.8,105.661
28350,1392.7,105.65
28360,1394.6,105.64
28370,1396.5,105.629
28380,1398.4,105.619
28390,1400.2,105.608
28400,1402.2,105.598
28410,1404.1,105.587
28420,1406,105.577
28430,1408,105.566
28440,1409.9,105.556
28450,1411.9,105.545
28460,1413.8,105.535
28470,1415.8,105.524
28480,1417.8,105.514
28490,1419.8,105.503
28500,1421.8,105.493
28510,1423.8,105.482
28520,1425.7,105.472
28530,1427.7,105.461
28540,1429.7,105.451
28550,1431.7,105.44
28560,1433.7,105.43
28570,1435.7,105.419
28580,1437.7,105.409
28590,1439.7,105.398
28600,1441.8,105.388
28610,1443.8,105.378
28620,1445.9,105.367
28630,1447.8,105.357
28640,1449.9,105.346
28650,1452,105.336
28660,1454.1,105.325
28670,1456.2,105.315
28680,1458.2,105.304
28690,1460.2,105.294
28700,1462.2,105.283
28710,1464.2,105.273
28720,1466.2,105.262
28730,1468.3,105.252
28740,1470.3,105.241
28750,1472.3,105.23
28760,1474.3,105.22
28770,1476.3,105.209
28780,1478.4,105.199
28790,1480.5,105.188
28800,1482.5,105.178
28810,1484.6,105.167
28820,1486.7,105.157
28830,1488.7,105.146
28840,1490.9,105.136
28850,1493,105.126
28860,1495.2,105.115
28870,1497.2,105.105
28880,1499.3,105.094
28890,1501.5,105.084
28900,1503.6,105.073
28910,1505.8,105.063
28920,1508,105.052
28930,1510.1,105.042
28940,1512.3,105.032
28950,1514.5,105.021
28960,1516.7,105.011
28970,1519.1,105
28980,1521.3,104.99
28990,1523.5,104.979
29000,1525.8,104.969
29010,1528,104.957
29020,1530.3,104.947
29030,1532.6,104.937
29040,1534.9,104.926
29050,1537,104.916
29060,1539.2,104.905
29070,1541.5,104.895
29080,1543.7,104.884
29090,1546,104.874
29100,1548.4,104.864
29110,1550.6,104.853
29120,1552.9,104.843
29130,1556.2,104.832
29140,1557.6,104.822
29150,1560,104.811
29160,1562.3,104.801
29170,1564.3,104.791
29180,1566.3,104.78
29190,1568.4,104.77
29200,1587.4,104.755
29210,1581.6,104.737
29220,1575.9,104.718
29230,1570.2,104.7
29240,1564.6,104.682
29250,1558.9,104.663
29260,1553.3,104.645
29270,1547.6,104.626
29280,1542,104.607
29290,1536.5,104.588
29300,1530.8,104.57
29310,1525.2,104.552
29320,1519.7,104.533
29330,1514.1,104.515
29340,1508.6,104.496
29350,1503,104.478
29360,1497.5,104.459
29370,1492,104.441
29380,1486.5,104.422
29390,1481,104.404
29400,1475.5,104.384
29410,1469.8,104.366
29420,1464.3,104.347
29430,1458.6,104.329
29440,1453.1,104.311
29450,1447.5,104.292
29460,1441.9,104.274
29470,1436.5,104.255
29480,1430.9,104.237
29490,1425.4,104.218
29500,1419.9,104.2
29510,1414.4,104.181
29520,1408.8,104.163
29530,1403.2,104.144
29540,1397.6,104.126
29550,1392,104.107
29560,1386.4,104.089
29570,1380.9,104.07
29580,1375.4,104.052
29590,1369.9,104.033
29600,1364.5,104.015
29610,1359,103.995
29620,1353.6,103.977
29630,1348.2,103.958
29640,1342.9,103.939
29650,1337.5,103.921
29660,1332.1,103.902
29670,1326.8,103.884
29680,1321.4,103.865
29690,1316.2,103.847
29700,1310.8,103.828
29710,1305.5,103.81
29720,1300.3,103.791
29730,1295,103.773
29740,1289.8,103.755
29750,1284.6,103.736
29760,1279.4,103.718
29770,1274.2,103.699
29780,1269,103.681
29790,1263.8,103.662
29800,1258.7,103.644
29810,1253.5,103.625
29820,1248.4,103.606
29830,1243.2,103.588
29840,1238.1,103.569
29850,1233,103.551
29860,1227.9,103.532
29870,1222.8,103.513
29880,1217.6,103.495
29890,1212.5,103.476
29900,1207.4,103.458
29910,1202.3,103.439
29920,1197.2,103.421
29930,1192.1,103.403
29940,1187,103.384
29950,1182,103.365
29960,1177,103.347
29970,1171.9,103.328
29980,1166.9,103.309
29990,1161.9,103.291
30000,1156.9,103.272
30010,1151.9,103.254
30020,1146.8,103.236
30030,1141.9,103.217
30040,1136.9,103.198
30050,1131.9,103.18
30060,1126.9,103.161
30070,1122,103.143
30080,1117,103.125
30090,1112.1,103.106
30100,1107.1,103.087
30110,1102.2,103.068
30120,1097.3,103.051
30130,1092.3,103.032
30140,1087.4,103.013
30150,1082.5,102.994
30160,1077.6,102.976
30170,1072.6,102.959
30180,1071.5,102.947
30190,1070.4,102.934
30200,1069.2,102.921
30210,1068.1,102.909
30220,1067,102.896
30230,1065.8,102.883
30240,1064.7,102.87
30250,1063.5,102.858
30260,1062.3,102.845
30270,1061.2,102.833
30280,1060,102.82
30290,1058.8,102.808
30300,1057.6,102.795
30310,1056.4,102.782
30320,1055.2,102.769
30330,1054,102.757
30340,1052.9,102.744
30350,1051.7,102.731
30360,1050.5,102.718
30370,1049.3,102.706
30380,1048.2,102.693
30390,1047,102.681
30400,1045.9,102.668
30410,1044.7,102.656
30420,1043.6,102.643
30430,1042.4,102.63
30440,1041.2,102.618
30450,1040.1,102.605
30460,1038.9,102.592
30470,1037.7,102.579
30480,1036.6,102.567
30490,1035.4,102.554
30500,1034.3,102.541
30510,1033.2,102.529
30520,1032,102.516
30530,1030.9,102.503
30540,1029.7,102.49
30550,1028.6,102.478
30560,1027.5,102.465
30570,1026.3,102.452
30580,1025.2,102.441
30590,1024.1,102.428
30600,1022.9,102.415
30610,1021.8,102.403
30620,1020.7,102.39
30630,1019.6,102.377
30640,1018.4,102.365
30650,1017.3,102.352
30660,1016.2,102.339
30670,1015.1,102.327
30680,1014,102.314
30690,1012.8,102.301
30700,1011.7,102.289
30710,1010.6,102.276
30720,1009.5,102.263
30730,1008.4,102.251
30740,1007.3,102.238
30750,1006.2,102.225
30760,1005.1,102.213
30770,1003.9,102.2
30780,1002.6,102.187
30790,1001.4,102.175
30800,1000.2,102.162
30810,999,102.149
30820,997.7,102.137
30830,996.5,102.124
30840,995.3,102.111
30850,994.1,102.098
30860,992.9,102.085
30870,991.6,102.073
30880,990,102.06
30890,988.2,102.047
30900,986.6,102.035
30910,984.8,102.022
30920,983.2,102.01
30930,981.5,101.997
30940,979.7,101.984
30950,978,101.972
30960,976.2,101.959
30970,974.6,101.947
30980,972.9,101.934
30990,971.2,101.921
31000,969.5,101.909
31010,967.8,101.896
31020,966.1,101.884
31030,956.4,101.875
31040,956.4,101.883
31050,956.4,101.893
31060,956.4,101.901
31070,956.4,101.91
31080,956.3,101.919
31090,956.3,101.927
31100,956.3,101.936
31110,956.3,101.945
31120,956.2,101.954
31130,956.2,101.963
31140,956.2,101.972
31150,956.2,101.98
31160,956.1,101.989
31170,956.1,101.998
31180,956,102.007
31190,955.9,102.016
31200,955.8,102.024
31210,955.7,102.034
31220,955.5,102.042
31230,955.5,102.05
31240,955.4,102.06
31250,955.4,102.068
31260,955.2,102.078
31270,955.1,102.086
31280,955,102.094
31290,954.9,102.104
31300,954.8,102.112
31310,954.7,102.121
31320,954.7,102.13
31330,954.5,102.139
31340,954.5,102.148
31350,954.4,102.156
31360,954.3,102.165
31370,954.2,102.174
31380,954.1,102.183
31390,954,102.192
31400,953.9,102.2
31410,953.9,102.209
31420,953.7,102.218
31430,953.7,102.227
31440,953.6,102.235
31450,953.6,102.245
31460,953.5,102.253
31470,953.5,102.262
31480,953.4,102.271
31490,953.1,102.279
31500,953.1,102.289
31510,952.8,102.297
31520,952.7,102.306
31530,952.4,102.315
31540,952.3,102.323
31550,952.1,102.333
31560,951.9,102.341
31570,951.7,102.35
31580,951.6,102.359
31590,951.3,102.367
31600,951.1,102.377
31610,950.9,102.385
31620,950.6,102.394
31630,950.6,102.403
31640,950.3,102.411
31650,950.2,102.421
31660,949.9,102.429
31670,949.8,102.438
31680,949.6,102.447
31690,949.5,102.456
31700,949.3,102.465
31710,949.1,102.473
31720,948.9,102.482
31730,948.8,102.491
31740,948.5,102.5
31750,948.3,102.508
31760,948.2,102.517
31770,948,102.526
31780,948,102.535
31790,947.8,102.544
31800,947.6,102.552
31810,947.5,102.561
31820,947.3,102.57
31830,947.1,102.579
31840,946.9,102.588
31850,946.7,102.596
31860,946.4,102.606
31870,946.3,102.614
31880,946.1,102.623
31890,945.9,102.632
31900,945.7,102.64
31910,945.5,102.65
31920,945.3,102.658
31930,945.1,102.667
31940,945,102.676
31950,944.8,102.684
31960,944.6,102.694
31970,944.4,102.702
31980,945.7,102.685
31990,946,102.667
32000,946.5,102.647
32010,947,102.628
32020,947.6,102.609
32030,948.3,102.589
32040,948.8,102.57
32050,949.5,102.551
32060,950.2,102.532
32070,950.9,102.512
32080,951.7,102.493
32090,952.4,102.474
32100,953.1,102.454
32110,954,102.436
32120,954.7,102.416
32130,955.7,102.396
32140,956.6,102.378
32150,957.4,102.358
32160,958.2,102.338
32170,959,102.32
32180,959.9,102.3
32190,960.8,102.281
32200,961.8,102.262
32210,962.8,102.242
32220,963.9,102.223
32230,965,102.204
32240,966,102.185
32250,967.2,102.165
32260,968.5,102.146
32270,969.7,102.127
32280,971.2,102.107
32290,972.6,102.088
32300,974.1,102.069
32310,975.5,102.049
32320,976.8,102.031
32330,978.1,102.011
32340,979.5,101.992
32350,980.9,101.973
32360,982.5,101.953
32370,984.1,101.934
32380,986.5,101.915
32390,988.5,101.895
32400,990.5,101.877
32410,992.8,101.857
32420,994.7,101.837
32430,996.8,101.819
32440,999.1,101.799
32450,1001.5,101.78
32460,1004.1,101.761
32470,1008.2,101.741
32480,1014.2,101.722
32490,1018.2,101.703
32500,1021.4,101.684
32510,1024,101.664
32520,1027.8,101.645
32530,1039.1,101.626
32540,1043.2,101.606
32550,1047.6,101.588
32560,1053,101.568
32570,1068.5,101.548
32580,1080.6,101.53
32590,1087.3,101.51
32600,1098.8,101.491
32610,1114.8,101.472
32620,1134,101.452
32630,1140.3,101.433
32640,1153.2,101.413
32650,1159.5,101.395
32660,1162.1,101.375
32670,1164.8,101.356
32680,1167.5,101.336
32690,1170.2,101.317
32700,1172.9,101.298
32710,1175.7,101.279
32720,1176.3,101.271
32730,1176.6,101.268
32740,1177,101.266
32750,1177.4,101.263
32760,1177.7,101.261
32770,1178.1,101.257
32780,1178.5,101.255
32790,1178.9,101.252
32800,1179.3,101.249
32810,1179.6,101.247
32820,1180.1,101.244
32830,1180.5,101.241
32840,1180.9,101.238
32850,1177.9,101.236
32860,1175.9,101.233
32870,1175.4,101.23
32880,1173.1,101.228
32890,1171,101.225
32900,1169.7,101.222
32910,1169.1,101.22
32920,1168.7,101.217
32930,1168.5,101.214
32940,1168.4,101.211
32950,1168.3,101.209
32960,1168.3,101.206
32970,1168.5,101.203
32980,1168.7,101.2
32990,1168.9,101.198
33000,1169.2,101.195
33010,1169.6,101.192
33020,1170,101.189
33030,1170.4,101.187
33040,1170.8,101.184
33050,1171.4,101.181
33060,1171.9,101.178
33070,1172.5,101.176
33080,1173.1,101.173
33090,1173.7,101.17
33100,1174.3,101.168
33110,1175,101.165
33120,1175.6,101.162
33130,1176.3,101.16
33140,1177,101.157
33150,1177.8,101.154
33160,1178.5,101.151
33170,1179.3,101.149
33180,1180,101.146
33190,1180.7,101.143
33200,1181.6,101.141
33210,1182.4,101.137
33220,1183.2,101.135
33230,1184,101.132
33240,1184.8,101.13
33250,1185.6,101.127
33260,1186.6,101.124
33270,1187.4,101.122
33280,1188.3,101.118
33290,1189.1,101.116
33300,1190,101.113
33310,1190.9,101.111
33320,1191.8,101.107
33330,1192.7,101.105
33340,1193.6,101.102
33350,1194.5,101.1
33360,1195.4,101.097
33370,1196.3,101.094
33380,1197.2,101.092
33390,1198.1,101.089
33400,1199.1,101.086
33410,1200,101.083
33420,1200.9,101.081
33430,1201.9,101.078
33440,1202.8,101.076
33450,1203.5,101.08
33460,1207.5,101.118
33470,1211.3,101.156
33480,1215.4,101.193
33490,1219.3,101.23
33500,1223.3,101.268
33510,1227.2,101.306
33520,1231.2,101.343
33530,1235.2,101.381
33540,1239.1,101.418
33550,1243.1,101.456
33560,1247,101.493
33570,1250.9,101.531
33580,1255,101.568
33590,1259,101.606
33600,1262.9,101.643
33610,1267,101.681
33620,1271,101.719
33630,1274.9,101.755
33640,1278.8,101.793
33650,1282.7,101.831
33660,1286.6,101.869
33670,1290.5,101.905
33680,1294.5,101.943
33690,1298.4,101.981
33700,1302.3,102.019
33710,1306.1,102.056
33720,1310,102.093
33730,1314,102.131
33740,1317.8,102.168
33750,1321.7,102.206
33760,1325.6,102.244
33770,1329.5,102.281
33780,1333.4,102.318
33790,1337.3,102.356
33800,1341.1,102.394
33810,1344.9,102.432
33820,1348.7,102.468
33830,1352.4,102.506
33840,1355.9,102.544
33850,1359.6,102.581
33860,1363.2,102.619
33870,1366.8,102.656
33880,1370.6,102.694
33890,1374.3,102.731
33900,1378.1,102.769
33910,1381.7,102.807
33920,1385.5,102.843
33930,1389.2,102.881
33940,1393,102.919
33950,1396.5,102.957
33960,1400.2,102.994
33970,1403.7,103.031
33980,1407.6,103.069
33990,1411,103.106
34000,1414.7,103.144
34010,1418.4,103.182
34020,1422.1,103.219
34030,1425.9,103.256
34040,1429.6,103.294
34050,1433.4,103.332
34060,1437.1,103.369
34070,1441,103.406
34080,1444.9,103.444
34090,1448.7,103.482
34100,1452.6,103.519
34110,1456.5,103.557
34120,1460.3,103.595
34130,1464.2,103.631
34140,1467.9,103.669
34150,1470.6,103.702
34160,1469.8,103.688
34170,1469,103.674
34180,1468.2,103.659
34190,1467.4,103.645
34200,1466.6,103.631
34210,1465.9,103.617
34220,1465.2,103.603
34230,1464.4,103.588
34240,1463.7,103.574
34250,1463,103.56
34260,1462.4,103.546
34270,1461.7,103.532
34280,1461.1,103.517
34290,1460.5,103.503
34300,1459.9,103.489
34310,1459.3,103.475
34320,1458.9,103.461
34330,1458.3,103.446
34340,1457.8,103.432
34350,1457.4,103.418
34360,1456.9,103.404
34370,1456.5,103.39
34380,1456.1,103.375
34390,1455.4,103.361
34400,1453.9,103.347
34410,1452.6,103.333
34420,1451.1,103.319
34430,1449.3,103.304
34440,1447.8,103.29
34450,1446.3,103.276
34460,1445.3,103.262
34470,1444.6,103.247
34480,1444,103.233
34490,1443.5,103.219
34500,1443,103.205
34510,1442.5,103.191
34520,1442.2,103.177
34530,1441.7,103.163
34540,1441.4,103.149
34550,1441.1,103.135
34560,1441,103.121
34570,1441,103.106
34580,1441,103.092
34590,1441.1,103.078
34600,1441.4,103.064
34610,1441.7,103.05
34620,1442,103.035
34630,1442.5,103.021
34640,1442.9,103.007
34650,1443.6,102.993
34660,1444.2,102.979
34670,1445,102.964
34680,1445.8,102.95
34690,1446.6,102.936
34700,1447.6,102.922
34710,1448.5,102.908
34720,1449.7,102.893
34730,1450.8,102.879
34740,1452,102.865
34750,1453.3,102.851
34760,1454.8,102.837
34770,1456.5,102.822
34780,1458.3,102.808
34790,1460.4,102.794
34800,1462.6,102.78
34810,1465.5,102.766
34820,1468.6,102.751
34830,1472,102.737
34840,1474.5,102.723
34850,1476.5,102.709
34860,1478.3,102.695
34870,1480.2,102.681
34880,1482,102.666
34890,1483.8,102.652
34900,1485.6,102.638
34910,1487.4,102.624
34920,1489.4,102.61
34930,1491.3,102.596
34940,1493.3,102.581
34950,1495.3,102.567
34960,1497.4,102.553
